test_date,playing_level,bat_speed_mph_group,pitch_speed_mph_group,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR,pitching_session_date,pitch_speed_mph,pitching_max_hss,hitting_session_date,bat_speed_mph,hitting_max_hss,relative_strength,body_weight_[lbs]
2023-09-06,High School,<65,,38.47,5346.68,4759.75,57.2,6300.5,461.0,251.75,0.58,-31.58,11.79,16.73,14.28,10.39,2032.09,1943.93,253.99,31.03,4202.19,50.5,13.09,6.67,3120.2,2306.64,936.4,1129.1,1322.4,37442.39,27.77,2.62,150.25,,,,,66.0,63.0,60.1,55.2,52.9,55.3,,,,2023-09-04,63.5,15.8,2.83,183.08
2023-09-06,College,,80-85,42.78,3056.84,4304.3,55.52,3771.17,576.0,358.75,0.5,-51.79,-0.76,-1.06,2.17,4.2,1734.91,1722.98,143.58,38.09,4180.52,53.92,7.2,3.78,2853.4,2096.23,1349.3,1715.0,2005.7,31009.0,35.75,2.71,180.08,,,,,59.0,49.0,40.0,40.7,32.5,38.6,2023-09-05,84.2,35.3,,,,2.76,170.57
2023-09-06,High School,,<80,49.99,5263.88,5392.81,65.06,6518.16,488.25,278.5,0.68,-39.27,6.07,4.59,5.59,1.21,2160.34,2140.56,72.71,40.85,4572.52,55.17,11.31,3.69,,,,,,22118.5,21.83,2.08,108.24,,,,,67.0,66.0,,,,,2023-09-05,57.7,25.3,,,,,182.36
2023-09-06,College,65-70,,38.96,5480.34,4140.95,49.34,7356.23,476.75,284.25,0.58,-41.44,-4.27,-2.5,-6.21,-3.85,2361.46,2365.81,94.26,33.35,4048.36,48.24,-1.74,0.21,3795.6,2976.45,1663.8,2182.5,2556.2,44542.26,27.08,2.56,143.99,,,,,47.0,50.0,46.2,44.9,43.2,44.0,,,,2023-09-19,68.7,28.4,3.62,184.62
2023-09-06,College,,80-85,42.76,5661.56,4963.42,58.68,6545.66,439.5,261.25,0.64,-33.39,-9.91,-14.27,-9.92,-0.19,2029.97,1985.44,108.55,39.09,4453.3,52.65,-1.5,-4.06,2931.8,2104.61,1277.2,1789.1,2133.1,24482.36,30.52,2.13,124.6,,,,,36.0,38.0,35.7,27.0,25.0,32.8,2023-09-05,81.8,28.8,,,,2.54,186.08
2023-09-06,College,,80-85,46.34,4263.51,4727.41,57.81,5527.57,552.5,303.5,0.54,-45.88,5.48,15.12,3.09,3.07,2211.88,2214.95,255.26,40.61,4382.59,53.6,10.81,2.9,3826.1,3028.03,1626.8,2050.0,2527.2,52529.86,28.6,2.91,173.58,,,,,50.0,52.0,47.6,52.1,38.4,36.6,2023-09-05,81.7,22.6,,,,3.78,179.89
2023-09-06,College,<65,,42.81,5911.36,4840.56,61.82,8406.45,455.25,241.0,39.36,-38.84,12.98,17.13,9.14,3.41,2218.64,2296.13,102.97,36.49,4307.84,55.01,7.05,5.01,4118.6,3353.78,1280.4,1771.8,2516.7,38037.64,31.76,2.6,164.66,,,,,53.0,60.0,38.5,49.9,35.6,39.5,,,,2023-09-05,63.6,25.4,4.37,172.28
2023-09-06,High School,65-70,,37.78,6610.38,4589.22,56.26,7819.42,406.75,224.25,0.64,-29.75,-6.97,-8.34,-4.78,-1.22,2115.34,2069.84,119.86,36.55,4317.86,52.93,-0.78,0.6,2974.3,2179.57,1235.4,1428.8,1710.1,57548.33,26.96,2.89,171.57,,,,,52.0,47.0,43.8,54.7,33.5,51.2,,,,2023-09-05,65.5,30.2,2.72,179.48
2023-09-06,College,<65,,55.93,4903.36,5177.2,66.28,8685.9,494.5,301.0,0.78,-51.75,14.29,9.55,7.98,0.0,2599.05,2620.97,80.56,50.76,5302.67,67.89,20.22,1.78,3784.0,3021.04,1709.2,2195.0,2541.5,45713.65,45.17,3.31,247.29,,,,,58.0,51.0,55.2,54.1,58.3,49.3,,,,2023-09-05,64.8,24.7,3.94,171.84
2023-09-12,High School,70+,,40.42,6361.09,5986.87,60.12,6282.41,502.0,248.0,0.55,-30.85,5.07,8.38,6.35,-8.91,2526.13,2251.5,289.3,36.16,5519.24,55.42,7.23,2.0,3217.0,2245.36,1175.0,1324.9,1503.5,56117.01,27.08,2.57,139.17,,,,,57.0,54.0,39.1,26.8,24.9,32.6,,,,2023-09-12,71.3,21.7,2.3,219.1
2023-09-12,College,65-70,,50.25,6917.86,5474.47,62.33,11754.65,458.0,250.25,0.77,-40.15,7.03,8.36,5.44,-7.16,2833.96,2857.81,79.65,45.46,5330.52,60.69,16.91,-3.73,4280.5,3421.93,1547.6,1892.7,2314.8,60590.54,27.77,2.88,175.87,,,,,80.0,72.0,59.5,65.5,65.6,79.0,,,,2023-09-11,66.0,35.3,3.97,193.25
2023-09-13,College,,90+,57.87,6659.19,6777.05,74.09,11022.59,451.25,250.75,0.89,-40.97,2.58,5.39,-3.09,-1.66,2777.88,2786.23,60.02,53.13,6420.82,70.19,1.54,-2.17,5258.1,4367.66,1071.8,1245.4,1392.3,52106.09,36.14,2.85,191.65,,,,,73.0,69.0,51.4,48.7,57.1,41.8,2023-09-12,91.1,30.3,,,,4.87,201.23
2023-09-13,High School,70+,80-85,35.05,9535.99,6144.66,53.86,11738.93,466.67,241.33,0.55,-30.2,-19.41,-15.1,-15.5,-22.52,3155.33,3157.31,275.98,30.57,5006.39,43.89,-5.68,-12.02,3515.8,2402.35,1656.0,1829.5,1977.6,28693.54,25.71,2.37,136.57,,,,,50.0,51.0,50.7,53.8,47.7,56.6,2023-09-12,80.3,22.8,2023-09-12,71.8,20.4,2.15,250.98
2023-09-13,High School,<65,,41.21,4453.74,4279.78,58.47,5307.48,476.75,275.0,0.56,-36.8,5.79,14.72,5.8,-3.64,1758.77,1729.91,88.36,36.18,3925.54,53.63,10.31,2.32,2860.3,2145.79,968.9,1181.5,1485.2,30166.99,29.31,2.47,145.2,,,,,45.0,52.0,34.4,37.1,33.3,24.9,,,,2023-09-12,59.2,22.3,2.99,161.04
2023-09-13,Pro,,80-85,40.18,6558.72,6092.1,54.82,8309.32,466.75,294.75,0.64,-37.63,-12.49,-7.13,-8.04,-12.02,2601.54,2587.18,121.9,35.17,5607.9,50.46,1.24,-7.16,4365.2,3282.55,1491.6,1985.5,2581.8,43676.19,30.4,2.38,144.15,,,,,54.0,56.0,47.2,45.5,39.2,37.8,2023-09-12,81.5,41.1,,,,3.01,244.49
2023-09-13,College,<65,,33.81,5516.24,3905.08,47.12,6958.86,485.0,286.5,0.45,-34.84,13.43,18.12,6.2,-3.27,1946.31,1953.19,39.43,31.35,3704.55,44.7,3.16,-1.25,3185.1,2377.33,1174.8,1366.9,1575.7,49627.96,24.82,2.6,139.42,,,,,46.0,54.0,43.8,36.1,34.4,38.2,,,,2023-09-11,57.0,17.0,2.92,182.34
2023-09-15,College,,<80,48.15,5248.23,5329.69,60.04,7862.09,463.33,284.33,0.71,-49.04,9.87,19.14,5.36,6.99,2678.89,2702.14,128.92,42.33,5289.82,59.59,10.47,6.87,3429.0,2561.41,2134.4,2613.4,2827.3,27284.0,35.48,2.54,170.11,,,,,64.0,63.0,61.7,62.8,54.0,51.2,2023-09-14,72.4,32.8,,,,2.94,195.29
2023-09-15,College,,90+,42.41,7599.24,5808.92,61.39,11264.18,433.75,246.25,0.73,-36.66,3.34,3.57,0.55,8.64,2727.29,2799.58,14.48,40.65,5581.84,58.99,0.32,4.09,,,,,,71029.46,37.08,3.28,214.94,,,,,,,,,,,2023-09-18,91.7,36.9,,,,,208.19
2023-09-15,College,,80-85,44.1,7585.81,6502.1,59.27,9928.34,461.5,262.75,0.68,-34.29,-4.36,9.34,-6.87,-5.35,2796.92,2799.03,199.23,38.23,5585.63,50.92,13.23,-6.4,4781.3,3711.39,1717.5,2360.1,2872.0,40777.06,36.95,2.57,176.46,,,,,64.0,65.0,55.1,66.0,65.8,72.3,2023-09-14,80.1,30.2,,,,3.45,241.34
2023-09-20,Pro,70+,,39.79,6458.13,5141.7,52.4,8191.55,465.25,291.25,0.61,-38.37,-8.13,-18.65,-0.41,4.16,2580.22,2601.92,124.7,37.34,5289.14,53.9,-19.35,2.56,4276.1,3317.21,1678.3,2475.3,2976.0,71293.39,32.01,3.08,198.68,,,,,48.0,55.0,47.9,44.3,34.6,43.1,,,,2023-09-18,72.1,19.2,3.45,215.89
2023-09-22,College,70+,,49.75,5479.37,6671.7,62.65,7583.38,539.5,306.25,0.63,-45.86,-11.21,-10.61,-7.3,-7.24,2703.64,2743.98,231.59,40.39,5943.31,55.81,3.63,-5.89,5216.8,4174.55,1962.0,2583.0,2935.0,37993.68,26.62,1.94,106.94,,,,,56.0,45.0,46.0,52.5,46.3,63.0,,,,2023-10-03,71.4,20.3,4.0,234.28
2023-09-22,High School,65-70,85-90,38.93,5695.86,4839.83,52.84,8228.98,465.0,311.33,0.59,-46.28,-6.33,-7.21,-10.01,-6.44,2668.42,2705.97,69.43,30.98,4500.78,49.14,9.41,-7.71,4746.8,3849.1,1433.2,1670.6,2183.7,35448.8,34.05,2.39,149.17,,,,,60.0,59.0,50.2,48.6,33.6,54.8,2023-09-19,86.5,40.2,2023-09-18,69.0,27.1,4.29,201.5
2023-09-23,High School,,<80,36.24,3447.98,3856.46,52.55,3993.49,530.5,317.5,0.46,-42.58,-0.81,-10.92,-1.85,7.29,1629.04,1631.47,164.13,34.43,3711.03,50.57,-1.84,5.44,3589.9,2871.96,1272.1,1740.6,2199.2,9496.07,30.89,1.69,100.32,,,,,58.0,61.0,28.6,37.2,27.1,38.4,2023-10-05,71.9,19.6,,,,3.99,161.46
2023-09-26,College,65-70,,49.99,6669.3,5440.63,63.5,10225.1,455.75,252.75,0.72,-38.43,19.54,26.48,13.01,2.09,2662.6,2670.06,113.17,41.47,5056.87,59.02,3.22,4.59,4076.0,3239.79,1331.9,2112.1,2811.7,40735.42,33.66,2.88,185.88,,,,,55.0,58.0,52.7,44.0,37.4,52.0,,,,2023-09-25,68.9,21.0,3.86,188.5
2023-09-26,Pro,65-70,,40.85,7266.78,5300.68,54.86,10682.29,433.0,278.25,0.64,-38.98,-9.41,-1.21,-8.25,-7.37,2880.83,2904.98,72.28,36.23,5027.7,52.03,12.42,-3.39,4566.4,3623.69,1958.0,2482.3,3017.7,40881.66,29.19,2.54,151.0,,,,,54.0,49.0,53.9,52.5,50.5,48.9,,,,2023-09-26,67.8,18.6,3.82,212.56
2023-09-27,Pro,65-70,,37.52,6122.11,5207.8,53.67,6746.99,467.25,250.75,0.57,-36.15,-1.14,1.08,0.91,0.44,2300.88,2250.08,39.2,32.21,5148.69,53.06,-9.17,0.22,3982.1,3033.11,1846.5,2455.8,2992.4,39382.0,25.16,2.38,132.0,,,,,40.0,40.0,46.5,49.8,40.8,46.5,,,,2023-09-18,68.8,18.8,3.19,213.49
2023-09-27,Pro,,<80,41.01,4277.17,4751.03,55.73,4573.28,514.0,314.33,0.52,-41.14,2.05,5.89,1.86,-5.35,1951.28,1951.93,189.94,32.05,4719.09,55.36,3.98,-2.5,3391.1,2558.32,1181.8,1646.0,2321.5,26825.79,30.16,2.49,150.48,,,,,60.0,55.0,47.8,45.4,55.1,54.7,2023-10-09,74.6,23.7,,,,3.06,187.53
2023-09-30,High School,<65,,37.06,3705.71,3854.19,49.59,4435.94,541.5,320.0,0.48,-43.6,11.55,6.34,9.53,-5.19,1797.22,1797.48,188.05,31.47,3533.01,45.46,11.99,-5.94,3302.2,2543.85,1024.8,1112.8,1424.4,52068.79,24.49,2.76,152.08,,,,,65.0,58.0,37.9,33.7,38.8,33.1,,,,2023-09-18,56.0,15.9,3.34,170.98
2023-09-30,High School,<65,,30.95,5976.56,4808.73,50.02,6585.97,489.0,285.5,0.42,-31.56,-7.66,-10.16,-11.41,-3.93,2141.1,2113.84,234.86,27.51,4419.75,45.97,-4.41,-10.83,2912.6,1972.44,1538.0,1845.4,2149.7,42196.06,19.71,1.76,88.26,,,,,58.0,55.0,31.5,33.1,28.5,33.8,,,,2023-09-18,60.8,30.3,2.09,211.53
2023-10-03,College,<65,,45.98,2879.04,5221.81,60.19,2888.49,723.0,328.67,0.43,-47.66,-4.77,2.71,-5.17,-0.3,1933.48,1754.4,379.35,38.92,4720.55,54.42,-10.4,-2.0,3036.3,2189.79,1222.3,1537.8,1912.1,14730.33,29.19,1.73,102.43,,,,,62.0,63.0,45.1,43.6,44.3,39.8,,,,2023-10-02,63.1,24.8,2.57,190.85
2023-10-04,Pro,70+,,49.06,9945.34,7123.82,75.59,14212.89,425.0,202.75,0.83,-27.37,2.84,3.06,2.88,19.45,2938.44,2843.88,128.16,44.31,6744.74,71.56,6.03,14.59,3684.0,2762.76,2716.0,2847.4,3108.9,37907.89,38.58,2.92,201.5,,,,,60.0,59.0,52.2,60.8,55.2,45.1,,,,2023-10-04,74.7,20.0,2.99,207.35
2023-10-04,Pro,70+,,41.14,7780.41,5655.3,53.0,10091.07,437.67,275.33,0.63,-37.35,7.38,14.26,4.7,1.93,2909.24,2967.29,75.89,36.29,5694.82,53.37,17.42,2.78,4258.8,3212.82,2072.4,2647.5,2991.4,78608.2,58.02,2.31,125.95,,,,,57.0,52.0,66.1,71.6,49.6,62.1,,,,2023-10-03,76.2,17.7,3.07,234.74
2023-10-04,Pro,65-70,,50.24,5478.54,5593.64,69.78,7489.06,482.75,257.75,0.75,-36.66,-3.64,-11.22,-0.14,18.25,2161.8,2136.71,128.12,43.97,5141.76,64.13,-13.73,12.21,3411.6,2625.89,1198.0,1506.6,1928.6,24365.8,41.52,2.61,185.55,,,,,54.0,57.0,59.5,56.1,50.7,46.6,,,,2023-10-04,68.0,14.5,3.34,176.37
2023-10-04,College,,<80,42.85,3984.74,4465.7,59.57,4273.7,590.0,301.67,0.51,-43.14,7.23,4.74,10.83,12.91,2009.47,1989.56,270.66,33.28,4563.37,60.87,1.3,11.79,3548.9,2815.46,1086.7,1518.1,2065.3,40451.18,34.56,3.1,203.52,,,,,65.0,54.0,35.2,45.2,37.8,39.6,2023-10-03,70.1,42.2,,,,3.83,164.93
2023-10-05,Pro,70+,,51.52,6480.67,6139.4,65.36,11087.34,459.33,252.67,0.91,-44.53,4.37,5.18,4.55,1.53,2842.13,2942.82,68.12,40.7,6222.42,66.25,8.19,1.7,3694.8,2777.58,1732.8,2288.7,2978.3,65591.46,31.02,2.99,178.9,,,,,45.0,40.0,61.5,68.2,51.3,51.6,,,,2023-10-05,72.0,14.8,3.02,206.65
2023-10-06,Pro,,<80,38.13,5704.22,5234.7,55.75,7254.58,472.75,264.25,0.6,-37.9,14.45,22.61,14.77,11.85,2287.4,2247.05,83.97,35.19,4850.49,51.66,14.89,11.0,4558.6,3641.78,1993.6,2891.5,3315.4,33206.11,36.81,2.5,167.15,,,,,54.0,52.0,45.5,49.0,42.1,52.1,2023-10-03,71.7,48.2,,,,3.95,206.58
2023-10-06,College,,<80,32.21,6112.69,4723.16,50.73,7226.16,464.33,253.0,0.5,-30.95,-3.42,-2.89,-3.55,2.63,2159.74,2090.58,202.54,28.34,4284.94,46.03,1.33,4.12,3855.9,2946.92,2032.2,2602.2,2956.7,60873.59,28.01,2.38,139.14,,,,,70.0,64.0,48.5,52.2,34.3,45.6,2023-10-03,72.8,28.8,,,,3.23,204.82
2023-10-06,College,,80-85,51.49,5167.78,5612.59,64.68,7066.44,547.0,275.33,0.67,-43.61,1.38,0.62,0.4,-4.26,2412.68,2417.77,173.43,40.31,4772.83,55.01,1.98,-0.51,,,,,,22760.76,35.88,2.31,155.98,,,,,45.0,44.0,47.1,50.9,51.3,36.2,2023-10-03,82.6,26.5,,,,,190.89
2023-10-10,College,65-70,,39.88,6109.68,5188.84,59.62,8121.37,438.75,253.25,0.59,-33.7,8.52,14.46,5.55,6.17,2195.57,2210.74,161.32,33.67,4760.54,54.7,-1.45,6.27,3573.7,2721.99,1779.0,2334.2,2676.3,47260.74,16.42,2.12,96.95,,,,,49.0,49.0,37.7,44.0,33.4,44.1,,,,2023-10-09,66.3,17.8,3.19,191.47
2023-10-10,College,<65,,32.44,5985.06,3466.4,48.38,6252.91,486.0,285.75,0.46,-35.73,9.27,14.21,7.99,7.17,1839.6,1823.43,171.86,28.07,2935.51,40.96,3.94,4.94,3231.6,2530.82,898.4,1097.3,1381.1,42428.11,31.88,2.83,165.64,,,,,46.0,50.0,37.3,42.3,26.4,23.6,,,,2023-10-09,57.5,24.2,3.6,157.65
2023-10-10,Pro,,90+,39.71,5450.55,5808.8,57.17,6823.19,487.0,301.25,0.51,-39.36,-1.8,-8.39,-5.08,6.2,2306.95,2273.09,132.52,35.08,5626.49,55.37,-3.95,3.88,3509.9,2517.37,1392.4,1585.2,1815.6,42030.21,28.95,2.26,135.36,,,,,44.0,59.0,62.0,53.1,36.8,47.1,2023-10-09,90.1,25.2,,,,2.53,223.54
2023-10-11,Pro,65-70,,49.34,6423.99,5647.08,64.15,9654.74,490.75,257.0,0.74,-39.63,1.41,2.51,4.15,7.36,2570.26,2589.73,44.59,43.31,5623.37,63.87,4.98,4.09,4603.8,3743.76,2475.7,3156.2,3460.4,45967.46,46.67,3.61,258.63,,,,,60.0,62.0,71.0,73.8,56.7,50.2,,,,2023-10-09,68.7,20.5,4.34,193.69
2023-10-11,Pro,,85-90,42.42,21261.06,6735.53,74.52,21176.56,315.5,149.25,0.93,-17.05,-4.87,-3.71,-4.65,-4.27,3550.89,3525.51,76.4,42.37,5603.25,62.0,-14.71,-5.4,4269.3,3386.7,2522.9,3214.6,3500.9,41986.41,33.79,2.88,189.45,,,,,60.0,55.0,54.3,54.5,46.7,49.6,2023-10-05,88.6,36.8,,,,3.82,198.84
2023-10-11,Pro,<65,,47.56,5264.1,5287.29,66.88,6134.83,449.75,245.25,0.78,-33.04,-0.03,-4.79,-5.17,0.48,2028.63,1841.19,101.81,44.15,5032.8,63.66,-3.75,-0.79,3016.75,2241.44,1849.5,2140.75,2392.75,52406.23,24.38,3.06,173.37,,,,,49.0,49.0,45.5,34.9,32.5,33.2,,,,2023-10-09,63.2,21.9,2.89,173.93
2023-10-11,High School,65-70,,52.95,4582.76,4864.69,68.0,5196.53,475.5,259.25,0.76,-38.41,8.79,12.17,7.35,-6.8,1879.35,1842.18,84.48,48.06,4606.35,64.39,13.09,-3.48,,,,,,35817.04,28.36,2.8,165.61,,,,,62.0,57.0,44.3,42.7,42.9,53.5,,,,2023-10-09,65.1,24.4,,157.39
2023-10-12,High School,65-70,,,,,,,,,,,,,,,,,,,,,,,2998.0,2303.98,1030.4,1452.4,1741.2,,,,,,,,,,,,,,,,,,2023-10-09,65.1,24.4,,
2023-10-12,College,70+,,42.22,8814.77,5196.4,60.65,13197.67,397.5,215.25,0.72,-30.43,3.83,14.38,-0.67,-12.7,2643.33,2712.53,54.61,35.57,4918.57,57.41,0.01,-2.58,4402.3,3571.58,1392.9,2039.8,2365.2,61842.13,36.95,3.08,203.47,,,,,67.0,50.0,45.7,55.3,52.8,40.9,,,,2023-10-12,71.0,17.5,4.25,188.5
2023-10-13,College,,<80,43.59,4427.49,4471.61,56.94,6109.33,541.25,293.25,0.52,-43.05,16.26,25.9,9.42,-0.58,2026.26,2042.96,132.35,35.26,4062.57,51.73,25.03,-2.29,2754.1,1986.44,1084.7,1340.6,1742.8,38643.94,28.36,2.69,159.65,,,,,61.0,66.0,38.7,37.2,33.0,34.8,2023-10-12,77.8,39.5,,,,2.58,172.79
2023-10-13,High School,,<80,32.89,5533.04,4773.99,47.87,6150.74,530.25,302.75,0.4,-36.43,14.59,17.67,8.7,-0.24,2233.95,2249.17,233.6,30.77,4764.56,47.78,8.85,4.92,4152.5,3179.97,1696.0,2370.8,3016.0,57743.41,21.73,2.21,110.97,,,,,60.0,49.0,43.6,37.2,34.3,43.2,2023-10-12,79.6,27.6,,,,3.25,219.41
2023-10-13,High School,<65,80-85,37.36,5627.21,4136.81,53.95,6233.58,461.75,251.25,0.6,-31.17,5.32,11.3,4.49,10.54,1961.78,1939.62,184.52,36.11,3901.43,50.88,2.65,8.95,3517.0,2767.48,975.6,1124.4,1278.0,30930.6,30.28,2.47,147.06,,,,,53.0,54.0,47.2,51.1,47.4,43.1,2023-10-12,81.4,36.2,2023-10-12,63.2,22.8,3.68,168.7
2023-10-13,Pro,,80-85,42.93,6374.24,5722.33,62.73,7693.33,550.67,237.33,0.59,-31.02,5.21,11.6,6.75,6.74,2339.85,2263.22,306.61,37.53,5499.19,60.29,-3.22,6.09,4568.4,3674.33,1214.5,1447.5,1780.4,53559.86,30.28,2.79,169.1,,,,,56.0,57.0,39.1,47.7,38.7,37.1,2023-10-16,81.5,25.6,,,,4.11,200.68
2023-10-14,Pro,,80-85,46.85,4741.47,5577.0,65.47,5888.03,535.33,269.0,0.62,-38.83,-4.49,-7.52,-3.1,-2.67,2123.66,2148.85,305.98,40.33,5111.34,60.0,-0.51,5.77,,,,,,37131.57,27.43,2.58,151.61,,,,,49.0,54.0,42.3,33.0,30.3,35.1,2023-10-14,82.5,24.3,,,,,187.42
2023-10-14,High School,70+,,36.4,5500.79,4639.73,54.43,8027.71,455.0,254.5,0.58,-37.52,-9.34,-23.23,-1.24,21.06,2142.72,2142.02,93.74,35.14,4479.64,52.55,-12.0,7.11,3623.3,2791.4,1498.2,1834.7,2252.5,73120.41,28.36,2.52,148.13,,,,,61.0,61.0,42.4,49.0,35.1,35.6,,,,2023-10-23,70.4,20.2,3.34,187.55
2023-10-16,Pro,,80-85,,,,,,,,,,,,,,,,,,,,,,4366.3,3534.89,894.8,1008.7,1229.4,,,,,,,,,,,,,,,2023-10-14,82.5,24.3,,,,,
2023-10-16,College,70+,,52.81,6240.51,5587.64,62.04,9839.07,522.33,270.33,0.74,-44.62,2.81,0.82,5.79,-1.52,2864.59,2884.03,100.99,45.82,5383.38,59.77,13.68,-0.22,4467.1,3587.93,1358.6,1662.3,2130.1,70797.07,38.31,3.07,192.79,,,,,60.0,61.0,62.9,78.5,58.6,65.6,,,,2023-10-16,71.1,25.1,4.06,198.13
2023-10-17,College,,80-85,49.11,4395.79,4819.58,65.98,5473.45,488.75,272.0,0.69,-38.74,1.29,-2.86,0.68,-10.16,1822.27,1793.42,88.7,38.38,4163.2,56.99,9.12,-3.89,3117.1,2403.08,1668.8,2110.0,2306.5,18761.79,32.26,2.35,145.04,,,,,52.0,46.0,40.5,47.3,35.2,40.7,2023-10-16,82.2,40.0,,,,3.35,160.71
2023-10-17,High School,<65,,34.82,7282.19,4371.32,49.5,8084.36,435.75,239.0,0.59,-31.55,0.76,6.39,-4.39,-10.74,2416.76,2421.42,131.34,31.97,4160.82,47.12,-12.83,-4.21,3001.5,2139.5,1614.0,2034.1,2127.1,55420.9,33.66,2.65,165.14,,,,,53.0,47.0,37.7,45.7,42.2,44.7,,,,2023-10-16,62.0,25.6,2.47,194.28
2023-10-17,College,<65,<80,28.14,5515.53,3358.9,46.2,4754.68,471.75,248.0,0.46,-25.93,11.16,16.71,10.28,5.38,1719.48,1686.28,284.26,24.94,2969.61,40.85,13.02,10.78,2965.3,2253.93,1082.6,1197.3,1358.5,31444.39,27.66,2.53,138.01,,,,,48.0,51.0,36.0,37.7,27.3,31.3,2023-10-16,49.7,22.0,2023-10-16,55.6,21.2,3.16,159.94
2023-10-17,High School,65-70,,44.41,4990.98,5522.4,61.97,5804.94,512.0,288.0,0.61,-38.94,-0.35,1.33,-1.51,-6.6,2172.21,2148.88,209.75,38.05,5302.73,59.51,1.02,-3.34,3873.3,3002.57,1423.0,2118.4,2750.5,34373.67,26.28,2.28,127.6,,,,,53.0,48.0,45.5,58.0,52.3,55.5,,,,2023-10-16,67.3,34.6,3.44,196.04
2023-10-17,Pro,,90+,30.81,7732.96,5540.91,46.54,9180.38,446.0,296.5,0.5,-37.04,-3.55,-1.35,-1.88,-14.83,2798.82,2934.67,80.07,26.7,5174.53,43.46,13.35,-13.06,4763.6,3601.22,2043.0,2569.2,3236.0,25998.48,32.51,2.13,132.88,,,,,63.0,62.0,53.6,47.3,63.8,54.1,2023-10-31,91.1,43.0,,,,3.08,261.91
2023-10-20,High School,,80-85,38.99,5164.15,4750.05,51.56,6149.91,489.75,289.75,0.57,-40.44,-7.71,-15.86,-5.95,1.71,2217.22,2212.17,125.66,35.55,4365.42,47.39,-2.79,-1.92,4063.3,3165.11,1177.3,1345.2,1559.6,78145.95,23.84,2.22,123.47,,,,,54.0,50.0,37.6,39.2,39.8,43.8,2023-10-19,80.4,28.6,,,,3.5,202.66
2023-10-20,High School,<65,,41.16,7311.29,4272.49,60.31,9195.32,407.25,221.0,0.75,-25.8,9.69,19.32,7.81,8.74,1976.08,1923.01,94.82,34.53,3749.64,52.92,14.3,8.05,3560.0,2867.45,1621.0,2127.3,2451.3,40383.68,33.4,2.98,188.76,,,,,50.0,55.0,39.3,59.1,50.8,55.6,,,,2023-10-19,59.3,17.0,4.13,155.87
2023-10-21,High School,65-70,,46.76,4981.16,4821.69,57.7,8876.14,481.25,313.25,0.72,-51.33,-4.43,0.57,-3.16,-0.36,2542.99,2560.34,6.79,43.65,4900.65,58.64,-1.02,0.59,4643.9,3818.67,2030.5,2538.7,3295.4,29276.3,35.61,2.55,162.14,,,,,54.0,62.0,49.5,50.4,54.3,64.8,,,,2023-10-16,66.8,28.4,4.66,183.85
2023-10-23,Pro,65-70,,39.81,10122.21,5610.56,56.66,16057.09,375.33,213.0,0.73,-31.48,1.15,5.69,-5.18,-7.52,3168.97,3214.46,26.77,35.14,5361.37,54.18,-3.16,-5.31,4196.4,3229.27,1213.7,1420.7,1585.0,41555.73,30.4,2.49,149.35,,,,,59.0,57.0,59.7,65.9,41.0,62.9,,,,2023-10-23,69.9,22.6,3.33,217.84
2023-10-25,College,<65,,31.73,5211.86,3484.74,48.55,7183.51,452.5,267.25,0.46,-34.12,19.52,12.6,19.12,32.29,1825.04,1820.35,46.62,28.12,3502.09,48.79,16.44,22.27,3700.3,2998.44,1417.3,1910.0,2097.7,55101.29,21.93,2.53,132.97,,,,,,,,,,,,,,2023-10-23,57.0,31.4,4.26,157.92
