session_swing,session_mass_lbs,session_height_in,athlete_age,highest_playing_level,hitter_side,bat_weight_oz,bat_length_in,bat_speed_mph_max_x,blast_bat_speed_mph_x,exit_velo_mph_x,user,session
6_1,209.0,72.0,23,milb,R,31.0,34.0,66.9317,67.0,,000005,000006
6_2,209.0,72.0,23,milb,R,31.0,34.0,67.5289,72.5,,000005,000006
6_3,209.0,72.0,23,milb,R,31.0,34.0,68.2407,68.6,,000005,000006
6_4,209.0,72.0,23,milb,R,31.0,34.0,67.5669,70.5,,000005,000006
6_5,209.0,72.0,23,milb,R,31.0,34.0,68.0812,68.2,,000005,000006
8_1,197.0,73.0,25,milb,L,31.5,34.0,65.0445,,94.2,000174,000008
8_2,197.0,73.0,25,milb,L,31.5,34.0,66.4028,,94.7,000174,000008
8_3,197.0,73.0,25,milb,L,31.5,34.0,66.337,,97.0,000174,000008
8_4,197.0,73.0,25,milb,L,31.5,34.0,68.7712,,97.1,000174,000008
8_5,197.0,73.0,25,milb,L,31.5,34.0,70.3682,,95.3,000174,000008
17_1,179.0,67.0,21,milb,R,31.0,34.0,70.5241,73.2,96.5,000059,000017
17_2,179.0,67.0,21,milb,R,31.0,34.0,67.4617,72.8,97.0,000059,000017
17_3,179.0,67.0,21,milb,R,31.0,34.0,68.4308,73.3,97.4,000059,000017
17_4,179.0,67.0,21,milb,R,31.0,34.0,69.7295,72.7,98.2,000059,000017
17_5,179.0,67.0,21,milb,R,31.0,34.0,69.4476,72.8,97.8,000059,000017
21_1,197.0,68.0,21,college,R,30.0,33.0,66.0905,67.4,84.2,000092,000021
21_2,197.0,68.0,21,college,R,30.0,33.0,62.4813,48.1,85.8,000092,000021
21_3,197.0,68.0,21,college,R,30.0,33.0,68.7228,68.4,86.5,000092,000021
21_4,197.0,68.0,21,college,R,30.0,33.0,68.1827,68.9,90.3,000092,000021
21_5,197.0,68.0,21,college,R,30.0,33.0,64.1874,71.1,83.1,000092,000021
23_1,158.0,70.0,20,college,L,30.0,33.0,58.7368,59.7,82.1,000109,000023
23_2,158.0,70.0,20,college,L,30.0,33.0,60.8459,60.7,82.5,000109,000023
23_3,158.0,70.0,20,college,L,30.0,33.0,59.8086,59.8,80.2,000109,000023
23_4,158.0,70.0,20,college,L,30.0,33.0,60.2192,61.0,79.4,000109,000023
23_5,158.0,70.0,20,college,L,30.0,33.0,59.554,60.9,84.5,000109,000023
24_1,212.0,73.0,19,college,R,31.0,34.0,68.4138,71.0,95.5,000116,000024
24_2,212.0,73.0,19,college,R,31.0,34.0,67.8255,71.7,95.5,000116,000024
24_3,212.0,73.0,19,college,R,31.0,34.0,67.8871,74.5,92.4,000116,000024
24_4,212.0,73.0,19,college,R,31.0,34.0,68.6049,69.7,92.5,000116,000024
24_5,212.0,73.0,19,college,R,31.0,34.0,68.6981,71.1,98.8,000116,000024
25_1,148.0,68.0,19,college,R,30.0,33.0,57.6494,63.8,80.9,000123,000025
25_2,148.0,68.0,19,college,R,30.0,33.0,57.9052,64.5,81.2,000123,000025
25_3,148.0,68.0,19,college,R,30.0,33.0,57.1854,62.6,78.8,000123,000025
25_4,148.0,68.0,19,college,R,30.0,33.0,57.0072,66.9,82.5,000123,000025
25_5,148.0,68.0,19,college,R,30.0,33.0,55.7922,71.7,80.0,000123,000025
33_1,190.0,72.0,24,college,R,31.0,34.0,67.8606,71.2,96.1,000139,000033
33_2,190.0,72.0,24,college,R,31.0,34.0,64.7291,,90.1,000139,000033
33_3,190.0,72.0,24,college,R,31.0,34.0,67.5595,69.7,90.5,000139,000033
33_4,190.0,72.0,24,college,R,31.0,34.0,68.8345,67.3,89.1,000139,000033
33_5,190.0,72.0,24,college,R,31.0,34.0,67.3466,67.9,93.0,000139,000033
36_1,194.0,74.0,20,college,L,30.0,33.0,69.8842,72.5,95.4,000142,000036
36_2,194.0,74.0,20,college,L,30.0,33.0,69.1246,72.1,96.0,000142,000036
36_3,194.0,74.0,20,college,L,30.0,33.0,72.5922,75.2,97.9,000142,000036
36_4,194.0,74.0,20,college,L,30.0,33.0,72.4115,72.9,93.8,000142,000036
36_5,194.0,74.0,20,college,L,30.0,33.0,72.1136,74.4,93.9,000142,000036
42_1,213.0,76.0,23,college,R,31.0,34.0,79.8418,79.4,103.9,000145,000042
42_2,213.0,76.0,23,college,R,31.0,34.0,79.2,79.4,101.8,000145,000042
42_3,213.0,76.0,23,college,R,31.0,34.0,76.5585,78.0,104.8,000145,000042
42_4,213.0,76.0,23,college,R,31.0,34.0,79.5106,70.8,98.2,000145,000042
42_5,213.0,76.0,23,college,R,31.0,34.0,80.8545,80.8,104.8,000145,000042
43_1,196.0,70.0,20,college,R,30.0,33.0,65.4436,72.7,91.6,000146,000043
43_2,196.0,70.0,20,college,R,30.0,33.0,66.2155,68.7,88.1,000146,000043
43_3,196.0,70.0,20,college,R,30.0,33.0,64.0936,67.4,89.8,000146,000043
43_4,196.0,70.0,20,college,R,30.0,33.0,65.2047,67.6,91.7,000146,000043
45_1,188.0,70.0,18,college,R,30.0,33.0,64.2132,69.4,87.3,000147,000045
45_2,188.0,70.0,18,college,R,30.0,33.0,65.9396,68.3,91.6,000147,000045
45_3,188.0,70.0,18,college,R,30.0,33.0,66.0369,69.5,93.6,000147,000045
45_4,188.0,70.0,18,college,R,30.0,33.0,66.9204,69.1,85.9,000147,000045
45_5,188.0,70.0,18,college,R,30.0,33.0,66.2525,71.9,90.3,000147,000045
47_1,152.0,68.0,19,college,R,30.0,33.0,62.287,59.3,88.1,000149,000047
47_2,152.0,68.0,19,college,R,30.0,33.0,63.2143,58.8,86.5,000149,000047
47_3,152.0,68.0,19,college,R,30.0,33.0,57.8982,56.9,86.3,000149,000047
47_4,152.0,68.0,19,college,R,30.0,33.0,60.9174,59.1,85.7,000149,000047
47_5,152.0,68.0,19,college,R,30.0,33.0,64.1223,61.0,88.1,000149,000047
48_1,174.0,68.0,22,college,R,31.0,34.0,60.8149,68.6,95.8,000150,000048
48_2,174.0,68.0,22,college,R,31.0,34.0,74.0229,66.1,97.4,000150,000048
48_3,174.0,68.0,22,college,R,31.0,34.0,73.4156,71.7,96.8,000150,000048
48_4,174.0,68.0,22,college,R,31.0,34.0,69.3275,67.3,95.5,000150,000048
48_5,174.0,68.0,22,college,R,31.0,34.0,68.8375,70.5,93.4,000150,000048
51_1,173.0,69.0,19,college,L,30.0,33.0,56.5657,63.4,82.0,000151,000051
51_2,173.0,69.0,19,college,L,30.0,33.0,56.9455,62.8,81.5,000151,000051
51_3,173.0,69.0,19,college,L,30.0,33.0,55.805,61.8,80.3,000151,000051
51_4,173.0,69.0,19,college,L,30.0,33.0,57.6903,62.1,81.0,000151,000051
51_5,173.0,69.0,19,college,L,30.0,33.0,56.7284,61.8,78.9,000151,000051
56_1,187.0,71.0,20,college,L,31.0,34.0,71.3822,70.2,90.5,000152,000056
56_2,187.0,71.0,20,college,L,31.0,34.0,69.2423,71.1,96.1,000152,000056
56_3,187.0,71.0,20,college,L,31.0,34.0,74.1675,70.2,95.2,000152,000056
56_4,187.0,71.0,20,college,L,31.0,34.0,72.1336,71.8,94.0,000152,000056
56_5,187.0,71.0,20,college,L,31.0,34.0,73.9687,74.1,91.4,000152,000056
59_1,210.0,76.0,22,college,R,31.0,34.0,65.4892,60.0,89.6,000157,000059
59_2,210.0,76.0,22,college,R,31.0,34.0,61.5046,67.4,88.6,000157,000059
59_3,210.0,76.0,22,college,R,31.0,34.0,61.4768,66.0,91.6,000157,000059
59_4,210.0,76.0,22,college,R,31.0,34.0,67.8471,67.0,92.6,000157,000059
59_5,210.0,76.0,22,college,R,31.0,34.0,62.6485,63.1,90.5,000157,000059
67_1,224.0,70.0,18,high_school,R,30.0,33.0,59.8084,59.8,85.0,000162,000067
67_2,224.0,70.0,18,high_school,R,30.0,33.0,65.4589,66.8,86.8,000162,000067
67_3,224.0,70.0,18,high_school,R,30.0,33.0,62.7887,63.6,83.1,000162,000067
67_4,224.0,70.0,18,high_school,R,30.0,33.0,62.396,62.2,84.4,000162,000067
67_5,224.0,70.0,18,high_school,R,30.0,33.0,63.9992,62.9,86.9,000162,000067
68_1,218.0,74.0,21,college,R,31.0,34.0,71.874,73.8,98.2,000163,000068
68_2,218.0,74.0,21,college,R,31.0,34.0,70.3116,72.2,97.4,000163,000068
68_3,218.0,74.0,21,college,R,31.0,34.0,72.4937,73.1,98.6,000163,000068
68_4,218.0,74.0,21,college,R,31.0,34.0,73.4984,69.9,99.7,000163,000068
68_5,218.0,74.0,21,college,R,31.0,34.0,75.1569,78.4,99.5,000163,000068
69_1,201.0,73.0,19,college,R,31.0,34.0,64.8262,62.6,93.1,000164,000069
69_2,201.0,73.0,19,college,R,31.0,34.0,65.5026,67.4,94.3,000164,000069
69_3,201.0,73.0,19,college,R,31.0,34.0,69.8654,69.9,92.8,000164,000069
69_4,201.0,73.0,19,college,R,31.0,34.0,64.7597,68.0,96.5,000164,000069
69_5,201.0,73.0,19,college,R,31.0,34.0,66.9887,68.6,94.0,000164,000069
72_1,187.0,70.0,19,college,R,30.0,33.0,61.6612,60.4,81.9,000008,000072
72_2,187.0,70.0,19,college,R,30.0,33.0,60.6199,64.7,82.7,000008,000072
72_3,187.0,70.0,19,college,R,30.0,33.0,52.8558,,79.8,000008,000072
72_4,187.0,70.0,19,college,R,30.0,33.0,59.8451,57.4,80.5,000008,000072
72_5,187.0,70.0,19,college,R,30.0,33.0,57.2506,56.4,78.0,000008,000072
73_1,147.0,71.0,17,high_school,R,30.0,33.0,56.4365,58.1,76.0,000167,000073
73_2,147.0,71.0,17,high_school,R,30.0,33.0,55.9183,57.5,78.7,000167,000073
73_3,147.0,71.0,17,high_school,R,30.0,33.0,54.0463,49.9,81.9,000167,000073
73_4,147.0,71.0,17,high_school,R,30.0,33.0,54.9402,53.5,76.4,000167,000073
73_5,147.0,71.0,17,high_school,R,30.0,33.0,55.8053,53.9,80.1,000167,000073
81_1,197.0,71.0,19,college,R,30.0,33.0,65.3704,68.9,90.8,000176,000081
81_2,197.0,71.0,19,college,R,30.0,33.0,67.9466,72.0,91.9,000176,000081
81_3,197.0,71.0,19,college,R,30.0,33.0,69.0888,75.1,96.8,000176,000081
81_4,197.0,71.0,19,college,R,30.0,33.0,70.2928,75.3,91.7,000176,000081
81_5,197.0,71.0,19,college,R,30.0,33.0,67.7032,72.0,91.2,000176,000081
84_1,198.0,74.0,24,independent,L,31.0,34.0,71.5208,75.9,95.0,000177,000084
84_2,198.0,74.0,24,independent,L,31.0,34.0,70.2543,71.1,95.7,000177,000084
84_3,198.0,74.0,24,independent,L,31.0,34.0,69.3481,69.6,93.2,000177,000084
84_4,198.0,74.0,24,independent,L,31.0,34.0,70.0833,71.7,91.3,000177,000084
84_5,198.0,74.0,24,independent,L,31.0,34.0,71.2026,71.4,96.5,000177,000084
86_1,228.0,74.0,21,college,R,31.0,34.0,67.4661,61.5,91.7,000178,000086
86_2,228.0,74.0,21,college,R,31.0,34.0,70.7922,69.0,96.8,000178,000086
86_3,228.0,74.0,21,college,R,31.0,34.0,72.8335,68.4,97.9,000178,000086
86_4,228.0,74.0,21,college,R,31.0,34.0,71.1357,67.7,92.5,000178,000086
86_5,228.0,74.0,21,college,R,31.0,34.0,74.6894,71.6,100.4,000178,000086
89_1,207.0,74.0,22,milb,R,31.0,34.0,74.0327,74.5,95.1,000179,000089
89_2,207.0,74.0,22,milb,R,31.0,34.0,73.3095,78.0,97.5,000179,000089
89_3,207.0,74.0,22,milb,R,31.0,34.0,72.5907,72.6,96.1,000179,000089
89_4,207.0,74.0,22,milb,R,31.0,34.0,73.3997,76.5,94.0,000179,000089
89_5,207.0,74.0,22,milb,R,31.0,34.0,72.8765,72.2,93.7,000179,000089
103_1,236.0,75.0,18,high_school,R,31.0,34.0,69.2154,66.8,97.2,000004,000103
103_2,236.0,75.0,18,high_school,R,31.0,34.0,66.0435,65.0,88.8,000004,000103
103_3,236.0,75.0,18,high_school,R,31.0,34.0,65.0387,69.2,88.9,000004,000103
103_4,236.0,75.0,18,high_school,R,31.0,34.0,60.9263,58.5,83.1,000004,000103
103_5,236.0,75.0,18,high_school,R,31.0,34.0,66.0698,68.2,91.6,000004,000103
111_1,173.0,67.0,25,college,L,30.0,33.0,62.8316,64.4,81.7,000010,000111
111_2,173.0,67.0,25,college,L,30.0,33.0,64.4307,62.0,79.3,000010,000111
111_3,173.0,67.0,25,college,L,30.0,33.0,60.9335,57.5,79.2,000010,000111
111_4,173.0,67.0,25,college,L,30.0,33.0,62.3658,63.6,83.8,000010,000111
111_5,173.0,67.0,25,college,L,30.0,33.0,62.0994,64.2,74.8,000010,000111
111_6,173.0,67.0,25,college,L,30.0,33.0,65.8984,65.4,86.8,000010,000111
111_7,173.0,67.0,25,college,L,30.0,33.0,66.1865,68.5,81.3,000010,000111
111_8,173.0,67.0,25,college,L,30.0,33.0,64.8073,65.2,87.8,000010,000111
121_1,189.0,71.0,19,college,R,30.0,33.0,69.4883,83.4,95.6,000022,000121
121_2,189.0,71.0,19,college,R,30.0,33.0,66.8883,73.8,92.2,000022,000121
121_3,189.0,71.0,19,college,R,30.0,33.0,67.3292,76.7,89.8,000022,000121
121_4,189.0,71.0,19,college,R,30.0,33.0,70.4725,80.0,99.2,000022,000121
121_5,189.0,71.0,19,college,R,30.0,33.0,70.7974,85.0,92.8,000022,000121
121_6,189.0,71.0,19,college,R,30.0,33.0,74.103,87.3,101.8,000022,000121
121_7,189.0,71.0,19,college,R,30.0,33.0,71.4564,77.0,91.7,000022,000121
121_8,189.0,71.0,19,college,R,30.0,33.0,71.9167,,96.1,000022,000121
123_1,140.0,63.0,21,college,R,29.0,32.0,55.4608,59.0,74.6,000009,000123
123_2,140.0,63.0,21,college,R,29.0,32.0,51.726,57.9,75.4,000009,000123
123_3,140.0,63.0,21,college,R,29.0,32.0,53.0681,56.6,76.1,000009,000123
123_4,140.0,63.0,21,college,R,29.0,32.0,54.0188,60.9,82.1,000009,000123
123_5,140.0,63.0,21,college,R,29.0,32.0,53.9154,56.4,74.5,000009,000123
123_6,140.0,63.0,21,college,R,29.0,32.0,51.3863,52.2,74.1,000009,000123
123_7,140.0,63.0,21,college,R,29.0,32.0,52.732,51.9,73.2,000009,000123
123_8,140.0,63.0,21,college,R,29.0,32.0,54.8351,58.5,57.1,000009,000123
123_9,140.0,63.0,21,college,R,29.0,32.0,54.2957,53.7,78.7,000009,000123
125_1,209.0,71.0,19,college,L,30.0,33.0,70.5564,68.1,85.2,000024,000125
125_2,209.0,71.0,19,college,L,30.0,33.0,68.1518,66.1,90.0,000024,000125
125_3,209.0,71.0,19,college,L,30.0,33.0,65.2957,66.4,90.3,000024,000125
125_4,209.0,71.0,19,college,L,30.0,33.0,67.8211,66.0,98.1,000024,000125
125_5,209.0,71.0,19,college,L,30.0,33.0,73.671,70.1,93.9,000024,000125
125_6,209.0,71.0,19,college,L,30.0,33.0,69.1993,68.7,86.3,000024,000125
125_7,209.0,71.0,19,college,L,30.0,33.0,67.4599,73.3,89.3,000024,000125
140_1,178.0,70.0,22,college,R,31.0,34.0,65.8156,72.1,93.2,000037,000140
140_2,178.0,70.0,22,college,R,31.0,34.0,65.8513,67.3,93.9,000037,000140
140_3,178.0,70.0,22,college,R,31.0,34.0,68.1171,72.8,92.8,000037,000140
140_4,178.0,70.0,22,college,R,31.0,34.0,68.9085,72.6,90.6,000037,000140
140_5,178.0,70.0,22,college,R,31.0,34.0,66.9716,70.9,90.8,000037,000140
140_6,178.0,70.0,22,college,R,31.0,34.0,70.6165,70.4,90.4,000037,000140
140_7,178.0,70.0,22,college,R,31.0,34.0,67.7413,77.5,92.4,000037,000140
140_8,178.0,70.0,22,college,R,31.0,34.0,69.8687,66.7,89.4,000037,000140
160_1,155.0,64.0,20,college,R,30.0,33.0,58.9162,62.1,75.2,000051,000160
160_2,155.0,64.0,20,college,R,30.0,33.0,58.7089,60.9,75.6,000051,000160
160_3,155.0,64.0,20,college,R,30.0,33.0,60.7297,62.1,84.7,000051,000160
160_4,155.0,64.0,20,college,R,30.0,33.0,59.5475,57.9,81.4,000051,000160
160_5,155.0,64.0,20,college,R,30.0,33.0,59.924,61.4,81.9,000051,000160
160_6,155.0,64.0,20,college,R,30.0,33.0,55.8131,59.2,80.5,000051,000160
160_7,155.0,64.0,20,college,R,30.0,33.0,62.8402,62.5,86.4,000051,000160
160_8,155.0,64.0,20,college,R,30.0,33.0,60.3778,60.1,75.9,000051,000160
164_1,226.0,76.0,19,independent,L,30.0,33.0,72.0429,,96.5,000054,000164
164_2,226.0,76.0,19,independent,L,30.0,33.0,69.869,69.9,91.2,000054,000164
164_3,226.0,76.0,19,independent,L,30.0,33.0,73.8753,77.7,94.1,000054,000164
164_4,226.0,76.0,19,independent,L,30.0,33.0,69.4392,69.9,89.7,000054,000164
164_5,226.0,76.0,19,independent,L,30.0,33.0,73.9805,77.2,104.2,000054,000164
164_6,226.0,76.0,19,independent,L,30.0,33.0,69.7295,74.5,98.6,000054,000164
164_7,226.0,76.0,19,independent,L,30.0,33.0,69.2243,69.8,91.9,000054,000164
164_8,226.0,76.0,19,independent,L,30.0,33.0,74.9375,75.9,89.7,000054,000164
164_9,226.0,76.0,19,independent,L,30.0,33.0,76.6637,75.2,99.9,000054,000164
167_1,194.0,72.0,17,college,R,31.0,34.0,73.0392,74.0,95.8,000056,000167
167_2,194.0,72.0,17,college,R,31.0,34.0,73.5162,80.2,87.3,000056,000167
167_3,194.0,72.0,17,college,R,31.0,34.0,73.5834,72.7,97.8,000056,000167
167_4,194.0,72.0,17,college,R,31.0,34.0,75.0576,76.2,90.4,000056,000167
167_5,194.0,72.0,17,college,R,31.0,34.0,73.8101,76.8,94.5,000056,000167
167_6,194.0,72.0,17,college,R,31.0,34.0,71.0143,75.7,89.1,000056,000167
167_7,194.0,72.0,17,college,R,31.0,34.0,76.147,75.7,97.5,000056,000167
167_8,194.0,72.0,17,college,R,31.0,34.0,71.9658,73.9,97.2,000056,000167
174_1,169.0,70.0,18,high_school,R,30.0,33.0,65.8157,63.6,81.1,000019,000174
174_2,169.0,70.0,18,high_school,R,30.0,33.0,60.6736,65.6,79.7,000019,000174
174_3,169.0,70.0,18,high_school,R,30.0,33.0,62.855,63.9,78.9,000019,000174
174_4,169.0,70.0,18,high_school,R,30.0,33.0,63.0783,65.5,77.0,000019,000174
174_5,169.0,70.0,18,high_school,R,30.0,33.0,59.4919,60.0,76.9,000019,000174
174_6,169.0,70.0,18,high_school,R,30.0,33.0,62.809,65.2,77.4,000019,000174
174_7,169.0,70.0,18,high_school,R,30.0,33.0,61.0525,64.1,87.2,000019,000174
174_8,169.0,70.0,18,high_school,R,30.0,33.0,62.502,68.1,77.8,000019,000174
178_1,175.0,71.0,18,college,R,30.0,33.0,58.397,60.1,76.9,000064,000178
178_2,175.0,71.0,18,college,R,30.0,33.0,59.1322,61.1,77.3,000064,000178
178_3,175.0,71.0,18,college,R,30.0,33.0,62.9897,62.7,72.8,000064,000178
178_4,175.0,71.0,18,college,R,30.0,33.0,62.0208,61.4,84.3,000064,000178
178_5,175.0,71.0,18,college,R,30.0,33.0,57.2604,61.4,79.6,000064,000178
178_6,175.0,71.0,18,college,R,30.0,33.0,60.0856,59.7,84.5,000064,000178
178_7,175.0,71.0,18,college,R,30.0,33.0,59.4885,61.3,80.1,000064,000178
178_8,175.0,71.0,18,college,R,30.0,33.0,60.0741,54.5,75.0,000064,000178
179_1,205.0,72.0,21,college,R,31.0,34.0,75.3783,68.2,101.2,000065,000179
179_2,205.0,72.0,21,college,R,31.0,34.0,72.5433,73.1,93.7,000065,000179
179_3,205.0,72.0,21,college,R,31.0,34.0,74.9458,71.7,95.5,000065,000179
179_4,205.0,72.0,21,college,R,31.0,34.0,74.3123,70.2,93.0,000065,000179
179_5,205.0,72.0,21,college,R,31.0,34.0,76.4045,75.5,92.4,000065,000179
179_6,205.0,72.0,21,college,R,31.0,34.0,75.5484,76.9,98.7,000065,000179
179_7,205.0,72.0,21,college,R,31.0,34.0,75.8069,79.4,106.7,000065,000179
180_1,179.0,71.0,21,college,R,30.0,33.0,63.0226,,89.9,000067,000180
180_2,179.0,71.0,21,college,R,30.0,33.0,66.6155,66.1,83.7,000067,000180
180_3,179.0,71.0,21,college,R,30.0,33.0,61.812,66.1,89.5,000067,000180
180_4,179.0,71.0,21,college,R,30.0,33.0,66.6869,65.7,96.4,000067,000180
180_5,179.0,71.0,21,college,R,30.0,33.0,65.2609,66.8,85.2,000067,000180
180_6,179.0,71.0,21,college,R,30.0,33.0,65.8067,66.5,89.3,000067,000180
180_7,179.0,71.0,21,college,R,30.0,33.0,63.4928,46.1,86.8,000067,000180
180_8,179.0,71.0,21,college,R,30.0,33.0,66.7986,65.2,83.8,000067,000180
181_1,152.0,69.0,20,college,R,30.0,33.0,61.3805,63.4,86.3,000068,000181
181_2,152.0,69.0,20,college,R,30.0,33.0,59.5611,64.3,87.9,000068,000181
181_3,152.0,69.0,20,college,R,30.0,33.0,60.8011,62.4,85.2,000068,000181
181_4,152.0,69.0,20,college,R,30.0,33.0,61.3563,59.3,88.3,000068,000181
181_5,152.0,69.0,20,college,R,30.0,33.0,61.7012,65.0,84.7,000068,000181
181_6,152.0,69.0,20,college,R,30.0,33.0,63.172,63.6,88.5,000068,000181
181_7,152.0,69.0,20,college,R,30.0,33.0,61.5163,62.5,91.8,000068,000181
181_8,152.0,69.0,20,college,R,30.0,33.0,62.3225,63.5,89.0,000068,000181
185_1,186.0,70.0,17,high_school,R,30.0,33.0,70.2772,66.5,86.8,000071,000185
185_2,186.0,70.0,17,high_school,R,30.0,33.0,66.4849,69.3,90.5,000071,000185
185_3,186.0,70.0,17,high_school,R,30.0,33.0,69.4874,67.6,91.8,000071,000185
185_4,186.0,70.0,17,high_school,R,30.0,33.0,66.8749,68.5,90.2,000071,000185
185_5,186.0,70.0,17,high_school,R,30.0,33.0,68.1975,68.2,96.6,000071,000185
185_6,186.0,70.0,17,high_school,R,30.0,33.0,70.1479,68.6,95.7,000071,000185
190_1,223.0,70.0,18,college,R,30.0,33.0,59.2348,61.1,81.2,000076,000190
190_2,223.0,70.0,18,college,R,30.0,33.0,63.0737,64.4,76.4,000076,000190
190_3,223.0,70.0,18,college,R,30.0,33.0,64.455,,94.8,000076,000190
190_4,223.0,70.0,18,college,R,30.0,33.0,62.2675,61.4,94.2,000076,000190
190_5,223.0,70.0,18,college,R,30.0,33.0,64.0124,66.4,79.3,000076,000190
190_6,223.0,70.0,18,college,R,30.0,33.0,62.2365,64.7,81.3,000076,000190
190_7,223.0,70.0,18,college,R,30.0,33.0,63.0385,65.1,87.7,000076,000190
190_8,223.0,70.0,18,college,R,30.0,33.0,61.1702,63.0,88.4,000076,000190
198_1,171.0,76.0,18,college,R,30.0,33.0,61.73,64.6,91.4,000082,000198
198_2,171.0,76.0,18,college,R,30.0,33.0,61.7618,63.5,87.0,000082,000198
198_3,171.0,76.0,18,college,R,30.0,33.0,62.5455,65.5,86.4,000082,000198
198_4,171.0,76.0,18,college,R,30.0,33.0,62.032,63.2,79.0,000082,000198
198_5,171.0,76.0,18,college,R,30.0,33.0,63.7734,65.0,82.0,000082,000198
198_6,171.0,76.0,18,college,R,30.0,33.0,63.1897,68.6,79.5,000082,000198
198_7,171.0,76.0,18,college,R,30.0,33.0,63.4766,65.0,87.5,000082,000198
199_1,200.0,73.0,18,college,R,31.0,34.0,67.8799,65.7,82.3,000083,000199
199_2,200.0,73.0,18,college,R,31.0,34.0,69.0059,69.8,89.9,000083,000199
199_3,200.0,73.0,18,college,R,31.0,34.0,71.2742,72.2,82.7,000083,000199
199_4,200.0,73.0,18,college,R,31.0,34.0,68.7899,69.1,87.8,000083,000199
199_5,200.0,73.0,18,college,R,31.0,34.0,66.1653,69.5,84.8,000083,000199
199_6,200.0,73.0,18,college,R,31.0,34.0,70.7418,71.7,93.4,000083,000199
199_7,200.0,73.0,18,college,R,31.0,34.0,69.2292,72.3,83.9,000083,000199
199_8,200.0,73.0,18,college,R,31.0,34.0,68.7635,69.5,96.7,000083,000199
200_1,186.0,71.0,22,college,L,30.0,33.0,70.2625,75.4,98.5,000085,000200
200_2,186.0,71.0,22,college,L,30.0,33.0,69.0081,74.2,92.2,000085,000200
200_3,186.0,71.0,22,college,L,30.0,33.0,70.2241,76.9,93.1,000085,000200
200_4,186.0,71.0,22,college,L,30.0,33.0,71.7851,73.3,93.0,000085,000200
200_5,186.0,71.0,22,college,L,30.0,33.0,71.5187,76.3,92.2,000085,000200
200_6,186.0,71.0,22,college,L,30.0,33.0,72.2684,78.1,94.7,000085,000200
200_7,186.0,71.0,22,college,L,30.0,33.0,71.183,78.6,95.8,000085,000200
200_8,186.0,71.0,22,college,L,30.0,33.0,72.2114,68.1,92.1,000085,000200
201_1,208.0,71.0,22,college,R,31.0,34.0,67.469,71.8,95.5,000086,000201
201_2,208.0,71.0,22,college,R,31.0,34.0,66.118,,91.1,000086,000201
201_3,208.0,71.0,22,college,R,31.0,34.0,67.0141,,94.0,000086,000201
201_5,208.0,71.0,22,college,R,31.0,34.0,68.0758,73.4,91.3,000086,000201
201_6,208.0,71.0,22,college,R,31.0,34.0,65.4739,65.7,93.6,000086,000201
201_7,208.0,71.0,22,college,R,31.0,34.0,64.6777,63.7,89.4,000086,000201
201_8,208.0,71.0,22,college,R,31.0,34.0,67.3944,68.1,94.9,000086,000201
203_1,186.0,72.0,19,college,L,30.0,33.0,60.7909,54.9,78.4,000087,000203
203_2,186.0,72.0,19,college,L,30.0,33.0,59.3141,55.0,82.7,000087,000203
203_3,186.0,72.0,19,college,L,30.0,33.0,63.4148,60.1,76.0,000087,000203
203_4,186.0,72.0,19,college,L,30.0,33.0,64.9769,56.9,74.0,000087,000203
204_1,207.0,77.0,20,college,R,31.0,34.0,69.4163,,92.5,000088,000204
204_2,207.0,77.0,20,college,R,31.0,34.0,73.7843,,90.2,000088,000204
204_3,207.0,77.0,20,college,R,31.0,34.0,73.9074,,90.7,000088,000204
204_4,207.0,77.0,20,college,R,31.0,34.0,71.9188,86.2,91.8,000088,000204
204_5,207.0,77.0,20,college,R,31.0,34.0,74.1085,80.4,96.1,000088,000204
