session_swing,session,exit_velo_mph_x,blast_bat_speed_mph_x,bat_speed_mph_contact_x,sweet_spot_velo_mph_contact_x,sweet_spot_velo_mph_contact_y,sweet_spot_velo_mph_contact_z,bat_torso_angle_connection_x,attack_angle_contact_x,bat_speed_mph_max_x,bat_speed_xy_max_x,bat_torso_angle_ds_x,bat_torso_angle_ds_y,bat_torso_angle_ds_z,hand_speed_blast_bat_mph_max_x,hand_speed_mag_max_x,pelvis_angle_fm_x,pelvis_angle_fm_y,pelvis_angle_fm_z,pelvis_angle_fp_x,pelvis_angle_fp_y,pelvis_angle_fp_z,pelvis_angle_hs_x,pelvis_angle_hs_y,pelvis_angle_hs_z,torso_angle_fm_x,torso_angle_fm_y,torso_angle_fm_z,torso_angle_fp_x,torso_angle_fp_y,torso_angle_fp_z,torso_angle_hs_x,torso_angle_hs_y,torso_angle_hs_z,upper_arm_speed_mag_max_x,x_factor_fm_x,x_factor_fm_y,x_factor_fm_z,x_factor_fp_x,x_factor_fp_y,x_factor_fp_z,bat_max_x,bat_min_x,hand_speed_mag_fm_x,hand_speed_mag_fp_x,hand_speed_mag_maxhss_x,hand_speed_mag_seq_max_x,hand_speed_mag_stride_max_velo_x,hand_speed_mag_swing_max_velo_x,lead_knee_launchpos_x,lead_knee_stride_max_x,lead_wrist_fm_x,lead_wrist_swing_max_x,pelvis_angular_velocity_fm_x,pelvis_angular_velocity_fp_x,pelvis_angular_velocity_maxhss_x,pelvis_angular_velocity_seq_max_x,pelvis_angular_velocity_stride_max_x,pelvis_angular_velocity_swing_max_x,pelvis_fm_x,pelvis_fm_y,pelvis_fm_z,pelvis_launchpos_x,pelvis_launchpos_y,pelvis_launchpos_z,pelvis_loadedpos_x,pelvis_load_max_x,pelvis_stride_max_x,pelvis_stride_max_y,pelvis_stride_max_z,pelvis_swing_max_x,pelvis_swing_max_y,pelvis_swing_max_z,rear_elbow_fm_x,rear_elbow_fm_z,rear_elbow_launchpos_x,rear_elbow_stride_max_x,rear_elbow_stride_max_z,rear_elbow_swing_max_x,rear_elbow_swing_max_z,rear_hip_launchpos_x,rear_hip_stride_max_x,rear_hip_stride_max_y,rear_hip_stride_max_z,rear_shoulder_launchpos_x,rear_shoulder_stride_max_x,rear_shoulder_stride_max_y,rear_shoulder_stride_max_z,torso_angular_velocity_fm_x,torso_angular_velocity_fp_x,torso_angular_velocity_maxhss_x,torso_angular_velocity_stride_max_x,torso_angular_velocity_seq_max_x,torso_angular_velocity_swing_max_x,torso_fm_x,torso_fm_y,torso_fm_z,torso_launchpos_x,torso_launchpos_y,torso_launchpos_z,torso_loadedpos_x,torso_load_max_x,torso_pelvis_fm_x,torso_pelvis_launchpos_x,torso_pelvis_loadedpos_x,torso_pelvis_load_max_x,torso_pelvis_stride_max_x,torso_pelvis_stride_max_y,torso_pelvis_stride_max_z,torso_pelvis_swing_max_x,torso_stride_max_x,torso_stride_max_y,torso_stride_max_z,torso_swing_max_x,torso_swing_max_y,torso_swing_max_z,upper_arm_speed_mag_fm_x,upper_arm_speed_mag_fp_x,upper_arm_speed_mag_maxhss_x,upper_arm_speed_mag_seq_max_x,upper_arm_speed_mag_stride_max_velo_x,upper_arm_speed_mag_swing_max_velo_x,x_factor_hs_x,x_factor_hs_y,x_factor_hs_z,max_cog_velo_x
255_2,255,91.5,65.2,61.8543,61.1592,-6.3444,5.0704,143.882,4.7783,63.1047,2331.7185,-143.5092,143.882,-153.1753,20.5737,2050.4333,16.1588,14.6844,-6.4292,8.3043,8.8968,41.7882,9.5214,10.0346,-23.3212,24.5937,-7.0428,-0.6591,13.5157,14.4147,18.8367,23.905,-14.9412,-16.7695,1060.5491,-8.7426,-22.4642,-0.4235,-2.2539,9.2923,-21.2898,587.1797,-13.9453,100.2127,1100.059,795.281,2050.4333,1104.5433,2050.4333,20.8423,102.2697,23.1283,-29.9891,-15.6692,534.929,452.7134,571.2056,534.929,571.2056,-16.1588,14.6844,-96.4292,-8.3043,8.8968,-48.2118,-95.4668,-94.3717,-16.6364,14.8399,-113.3212,14.8908,14.8399,-4.449,130.0675,60.1527,127.696,138.8741,86.9441,138.8741,89.3674,9.1885,52.3954,5.3044,32.6735,34.6053,8.6367,91.7148,1.7379,-12.1756,790.7056,463.726,790.7056,820.079,820.079,-24.5937,-7.0428,-90.6591,-13.5157,14.4147,-71.1633,-89.2367,-85.7818,-0.4235,-21.2898,0.2076,-0.2609,-16.729,-27.8169,-27.1893,-27.1893,-26.8301,-15.5731,-107.9135,24.6131,27.3241,1.6017,60.2715,727.5842,587.199,1060.5491,727.5842,1060.5491,-14.6718,-25.699,2.4852,1.205
255_3,255,89.7,59.2,60.8948,60.0553,-9.2332,2.5658,139.0967,2.5991,62.2349,2296.7744,-136.7299,139.0967,20.9243,20.1535,1736.9109,16.5335,14.9857,-9.8129,10.3979,8.8946,37.677,11.1743,9.5132,-21.2029,27.9615,-9.9358,-3.1766,20.0105,12.669,12.7333,25.7641,-17.0561,-15.1594,1015.0969,-11.5779,-25.7668,-0.6555,-6.6537,8.7879,-23.2736,592.9891,-5.7404,100.7788,1020.114,841.1436,1736.9109,1020.114,1736.9109,21.7556,109.3629,23.3018,-28.3848,-4.1284,510.9563,427.3193,582.2999,523.6884,582.2999,-16.5335,14.9857,-99.8129,-10.3979,8.8946,-52.323,-97.9066,-96.3695,-17.2392,15.5321,-111.2165,12.2724,15.5321,-10.362,129.5225,55.3979,123.9706,138.8077,79.2595,138.8077,80.9736,11.9461,51.983,5.0853,30.4947,35.0407,10.3031,91.3921,5.4171,-16.1528,702.4879,454.7213,702.4879,811.0883,811.0883,-27.9615,-9.9358,-93.1766,-20.0105,12.669,-77.2667,-90.8992,-86.8854,-0.6555,-23.2736,0.1998,0.1998,-15.0513,-29.5266,-25.9223,-25.9223,-29.3344,-17.2874,-105.6348,17.0298,34.3457,-7.8837,78.2086,587.7783,489.2891,1015.0969,587.7783,1015.0969,-14.3801,-27.2319,0.7909,1.1691
255_4,255,84.6,67.2,61.5546,60.6601,-4.6059,9.0364,142.792,8.3125,62.9857,2264.9424,-145.9881,142.792,-179.1452,20.2859,1694.1631,13.241,16.5251,-8.663,10.6431,8.852,42.3637,10.0,10.4998,-22.6841,24.1301,-7.0688,-2.8369,20.7481,13.5089,13.5231,23.4336,-16.1623,-18.7309,884.9054,-11.4709,-24.2842,0.4222,-6.9105,10.6284,-26.7697,575.9662,-15.8504,101.4566,990.4963,833.7701,1694.1631,1000.36,1694.1631,22.5414,109.7075,19.8021,-26.5899,-16.8481,570.2964,393.6955,581.0344,570.2964,581.0344,-13.241,16.5251,-98.663,-10.6431,8.852,-47.6363,-96.3555,-95.1483,-13.8935,16.5381,-112.6841,9.1001,16.5381,-16.3376,129.9113,59.0914,120.0311,137.277,80.8091,137.277,82.2851,11.1779,48.4043,6.3017,36.9133,32.6549,11.6132,90.9397,1.4385,-18.55,700.1112,412.8405,700.1112,765.6435,765.6435,-24.1301,-7.0688,-92.8369,-20.7481,13.5089,-76.4769,-86.2492,-86.2373,0.4222,-26.7697,6.4549,4.9869,-15.5082,-28.4778,-28.547,-28.547,-26.6272,-16.1737,-109.4578,8.0902,37.8364,-16.2195,67.2241,518.4794,479.9489,884.9054,518.4794,884.9054,-13.0457,-26.9424,-0.8094,1.223
255_5,255,86.5,65.7,63.3539,62.027,6.1001,10.6675,143.5153,9.999,63.3539,2429.7314,-145.4933,143.5153,-47.6304,21.613,2156.1973,13.2067,13.8084,-7.2911,6.7465,10.7154,44.6701,9.7619,11.3227,-22.6094,22.6605,-13.8848,-15.5916,17.1767,14.5211,18.9391,24.6695,-16.3252,-18.244,1078.059,-6.0665,-24.6913,-15.4406,-6.3591,7.6387,-24.3068,562.7763,-15.5205,113.5981,1102.1672,728.325,2156.1973,1102.1672,2156.1973,25.2629,117.0018,8.2927,-31.4079,449.0995,635.7243,398.1913,651.1541,635.7243,651.1541,-13.2067,13.8084,-97.2911,-6.7465,10.7154,-45.3299,-98.1071,-94.3334,-16.0308,16.894,-112.6159,16.0964,16.894,-1.5619,137.3509,47.8088,118.5188,137.5168,84.5241,137.5168,84.9946,11.5752,53.7517,11.3082,33.0891,28.75,11.6115,90.5068,3.4894,154.2748,801.7918,400.4455,801.7918,861.8636,861.8636,-22.6605,-13.8848,-105.5916,-17.1767,14.5211,-71.0609,-92.2366,-89.7291,-15.4406,-24.3068,-0.2849,-0.2849,-17.9764,-29.1542,-27.709,-27.709,-28.6535,-16.329,-108.9348,21.1841,32.8854,1.937,122.3219,765.0549,527.2532,1078.059,765.0549,1078.059,-14.6099,-27.9854,-0.4257,1.1871
255_6,255,90.7,67.4,62.104,61.5276,-5.9635,5.2079,140.677,4.8214,63.1869,2319.3555,-144.7425,140.677,-26.5366,20.4224,1750.7697,15.9181,13.3866,-17.084,8.735,10.9713,46.76,13.5192,10.7632,-21.7381,29.2219,-15.5906,-9.6776,18.8227,14.4971,16.9113,27.7174,-17.3171,-15.1304,981.3787,-12.9282,-29.8763,-0.8548,-5.6241,9.1043,-27.9916,590.1261,-10.5603,110.2998,1003.0061,853.775,1750.7697,1004.3917,1750.7697,17.2721,99.7384,12.5361,-28.6383,-120.9627,534.9388,429.8676,564.9053,556.3031,564.9053,-15.9181,13.3866,-107.084,-8.735,10.9713,-43.24,-98.0088,-96.0921,-21.7727,16.4336,-111.7716,14.7586,16.4336,-5.2397,128.915,45.3253,122.5972,136.6644,82.8575,136.6644,84.1344,11.2574,59.0861,-0.7452,45.5369,34.8118,11.0576,91.095,1.9783,-94.5058,738.0767,453.2426,738.0767,798.2336,798.2336,-29.2219,-15.5906,-99.6776,-18.8227,14.4971,-73.0887,-90.5712,-85.4489,-0.8548,-27.9916,-0.8225,-1.6897,-14.6483,-30.0506,-31.1302,-31.1302,-29.2865,-17.3199,-105.656,14.9654,35.2999,-6.2548,114.1887,570.5457,514.3595,981.3787,570.5457,981.3787,-13.7677,-28.836,-0.1902,1.1171
255_7,255,93.8,67.5,67.0821,66.1331,3.8852,9.4567,141.2313,8.0133,67.0821,2409.009,-143.8778,141.2313,25.2021,20.7564,1916.7422,21.2277,14.7866,-5.3794,8.925,9.2471,44.7537,11.7052,8.4132,-20.7621,27.2179,-7.9639,0.1895,18.8467,16.5595,19.2682,24.7753,-16.4227,-15.2219,1015.3633,-5.6877,-23.2138,-3.1191,-6.5541,11.8088,-23.2195,645.1343,-10.9392,101.2413,1018.4431,850.2827,1916.7422,1018.4431,1916.7422,22.0784,96.842,20.5178,-31.0426,-15.8084,519.2471,391.7582,553.6714,553.6714,553.6714,-21.2277,14.7866,-95.3794,-8.925,9.2471,-45.2463,-94.0688,-89.3669,-21.3793,14.9144,-110.7932,15.7835,14.9144,-6.2914,130.3426,57.4872,119.502,137.2853,84.2201,137.2853,84.2937,13.5703,55.1757,9.2693,25.5776,30.3254,10.4744,90.8823,3.9423,-27.7622,741.142,426.6394,741.142,777.1339,777.1339,-27.2179,-7.9639,-89.8105,-18.8467,16.5595,-70.7318,-88.9265,-85.945,-3.1191,-23.2195,-3.4005,-3.4005,-13.1753,-26.9202,-28.2201,-28.2201,-28.0951,-16.4227,-105.9676,18.6635,34.2632,-4.5803,52.5314,700.4024,509.6197,1015.3633,700.4024,1015.3633,-12.7681,-25.443,0.3596,1.0072
255_8,255,91.1,67.5,65.6996,65.2115,-2.7731,6.1026,142.9235,5.1995,66.2839,2351.3958,-148.4052,142.9235,-0.0743,21.0801,1788.0597,12.5977,13.1831,-10.006,10.5232,9.5342,43.963,8.9071,10.0068,-21.9114,20.1023,-15.6204,-13.8691,16.2672,14.6075,19.2073,22.1117,-17.3564,-15.515,960.1074,-4.9554,-27.091,-10.8946,-2.4815,10.0627,-22.6561,591.0541,-12.2143,108.2486,970.7075,865.7421,1788.0597,972.4012,1788.0597,21.9177,98.9069,8.4476,-29.1447,423.2755,539.601,401.8062,547.6139,539.601,547.6139,-12.5977,13.1831,-100.006,-10.5232,9.5342,-46.037,-95.642,-93.4979,-14.8011,15.1575,-111.9114,10.1708,15.1575,-9.2372,137.6166,47.0322,121.8155,137.6513,84.5721,137.6513,85.2346,7.6065,48.6738,3.3992,35.8124,33.951,12.8515,90.3121,0.0484,180.6133,644.3045,420.5126,644.3045,874.8592,874.8592,-20.1023,-15.6204,-103.8691,-16.2672,14.6075,-70.7927,-86.8561,-82.3482,-10.8946,-22.6561,3.6263,3.6263,-16.0514,-29.7647,-24.5756,-24.5756,-26.1483,-17.377,-106.6715,16.2538,33.494,-4.1746,101.7537,566.4025,537.9589,960.1074,566.4025,960.1074,-13.3407,-28.0101,2.2134,1.1892
258_1,258,95.5,68.0,64.9594,62.3304,-15.2109,-9.4274,114.8436,-8.3091,65.8105,2417.0256,-104.6534,114.8436,-99.272,20.8242,1613.5406,15.8743,-0.112,-30.9939,21.6028,-0.1903,-6.2854,14.5796,0.5272,-32.6766,24.8855,-4.0467,-38.0763,28.9992,-0.5554,-23.9791,23.813,-3.9223,-38.3424,1102.0584,-9.1408,-1.8546,-7.8824,-8.4018,6.0877,-16.6402,596.9597,22.6162,104.1119,361.599,638.0099,1613.5406,361.599,1613.5406,55.9221,59.3651,34.6246,-7.8459,109.6774,507.3097,585.6627,683.7053,507.3097,683.7053,-15.8743,-0.112,-120.9939,-21.6028,-0.1903,-96.2854,-108.9042,-101.7341,-21.6028,4.1141,-122.7136,3.6118,10.0575,-11.4136,106.5526,58.1581,107.2441,117.4346,66.4284,117.4346,73.4536,52.087,55.1257,-1.0594,21.8295,77.9695,-13.3257,105.4385,26.4662,39.0021,381.3098,581.4533,381.3098,877.9135,877.9135,-24.8855,-4.0467,-128.0763,-28.9992,-0.5554,-113.9791,-114.4057,-104.9451,-7.8824,-16.6402,-6.5882,-6.8669,-9.5484,-5.3449,-16.6402,-17.9599,-28.9992,-4.0477,-128.4185,5.7062,34.6366,-13.8568,69.5435,331.9988,610.9755,1102.0584,331.9988,1102.0584,-9.2351,-2.8815,-6.6034,0.9369
258_2,258,87.7,64.0,62.6286,59.8931,-17.7849,-2.1389,114.598,-1.9799,63.6572,2338.2632,-106.333,114.598,-14.814,20.5863,1680.4985,17.3193,-0.0752,-28.7824,24.7074,-0.115,-4.482,14.8743,1.3037,-31.7345,25.6825,-3.0557,-38.3883,28.4149,2.3778,-23.2673,24.0829,-2.8539,-38.0279,1120.3997,-8.6285,-0.0023,-10.0525,-4.7532,10.0223,-16.151,620.3124,21.3179,104.4422,367.541,539.0211,1680.4985,367.541,1680.4985,57.1298,60.3212,34.1155,-4.5626,115.3991,516.6851,585.8345,625.045,516.6851,625.045,-17.3193,-0.0752,-118.7824,-24.7074,-0.115,-94.482,-110.9826,-102.4733,-24.7074,4.7052,-121.7514,3.9094,9.2534,-10.2792,106.2699,59.8213,106.016,118.1961,70.534,118.1961,74.771,52.6442,54.196,-3.7736,25.7982,79.4612,-12.453,106.6725,25.5201,35.2414,429.6787,572.3453,429.6787,803.852,803.852,-25.6825,-3.0557,-128.3883,-28.4149,2.3778,-113.2673,-116.4557,-105.1198,-10.0525,-16.151,-6.7797,-6.7797,-9.1529,-5.6335,-16.151,-17.0033,-28.4929,-3.1704,-128.5875,9.8729,34.5168,-11.7226,57.9962,275.464,497.8065,1120.3997,275.464,1120.3997,-9.1435,-2.3981,-7.1522,0.9712
258_3,258,80.9,64.5,63.0672,59.3698,-20.23,-5.6924,112.7371,-5.6279,64.3623,2350.4065,-108.5363,112.7371,127.9244,20.6615,1656.8219,16.7319,0.9932,-29.8015,23.1498,0.3668,-8.8086,14.4985,2.0408,-32.3865,25.0934,-2.8734,-38.1664,29.0301,0.0655,-27.7615,23.1593,-2.7096,-38.0901,1066.3286,-8.3956,-1.2935,-9.1221,-6.9122,7.0871,-17.6193,593.7288,19.6895,105.7752,299.5603,649.6287,1656.8219,299.5603,1656.8219,58.0608,60.8746,35.7183,-4.592,94.1645,484.2507,555.6953,555.6953,484.2507,555.6953,-16.7319,0.9932,-119.8015,-23.1498,0.3668,-98.8086,-109.4151,-102.6848,-23.1498,4.2931,-122.3875,-0.8436,13.1521,-13.9048,107.2756,61.9617,106.608,119.5542,74.8338,119.5542,75.3858,50.6084,55.7419,-1.6907,28.0213,83.3464,-13.7084,105.7669,26.9441,28.6302,327.5182,540.0559,327.5182,764.2125,764.2125,-25.0934,-2.8734,-128.1664,-29.0301,0.0655,-117.7615,-115.2516,-105.5591,-9.1221,-17.6193,-6.8186,-7.3273,-8.6637,-5.3193,-17.6193,-21.0258,-29.0301,-2.9271,-128.5673,1.0372,40.7914,-21.2642,45.7008,125.1923,538.9639,1066.3286,125.1923,1066.3286,-8.5084,-3.1618,-6.7177,0.9189
258_4,258,97.2,68.0,65.6922,62.0104,-18.848,-9.5284,118.7719,-8.3249,66.6887,2397.4519,-108.2248,118.7719,152.4523,20.045,1618.9352,15.5031,1.2678,-30.2725,19.5531,0.7196,-12.5902,12.8758,1.877,-34.2542,24.8075,-3.475,-38.2788,27.4084,-1.4721,-28.4908,23.2321,-2.8674,-38.9735,1084.0471,-9.2672,-2.4262,-8.9851,-8.4148,3.219,-15.7307,592.4519,15.386,104.9915,305.889,743.2764,1618.9352,305.889,1618.9352,55.2591,60.46,33.7659,-8.6488,130.2015,480.6835,635.9359,647.7827,480.6835,647.7827,-15.5031,1.2678,-120.2725,-19.5531,0.7196,-102.5902,-109.9598,-102.363,-19.5531,5.4064,-124.2848,3.3103,8.8088,-12.0795,105.324,58.8723,105.7328,118.6419,72.2116,118.6419,75.11,51.25,52.0958,-2.1635,27.3865,83.3598,-12.5482,110.6061,20.4756,51.2314,316.6629,621.0524,316.6629,868.8882,868.8882,-24.8075,-3.475,-128.2788,-27.4084,-1.4721,-118.4908,-115.657,-105.522,-8.9851,-15.7307,-6.8708,-7.4856,-10.7588,-6.0891,-15.7307,-20.2906,-27.4084,-3.4758,-129.157,4.5977,32.9459,-16.6017,56.3638,103.8108,639.1617,1084.0471,103.8108,1084.0471,-10.2208,-3.567,-5.6641,0.8469
258_5,258,81.9,47.0,70.0775,69.8734,-3.025,0.0798,115.1404,0.0866,70.0775,2477.718,-104.0886,115.1404,14.3992,20.9769,1746.3838,16.1188,-0.2416,-28.8022,11.9739,3.1017,-30.1877,13.3082,1.3906,-33.1319,25.2272,-3.2232,-36.3782,19.9986,-2.4874,-32.1138,22.9234,-3.1803,-37.1297,1123.0901,-9.2863,-0.7708,-8.0994,-7.8793,-5.0645,-3.0527,601.4079,23.5006,103.8832,79.1616,664.0939,1746.3838,140.5016,1746.3838,40.2987,57.3208,38.4279,-8.8894,145.9615,-26.3571,594.1905,615.2589,-26.3571,615.2589,-16.1188,-0.2416,-118.8022,-11.9739,3.1017,-120.1877,-109.1146,-101.9646,-12.3606,3.8864,-120.1877,3.1221,11.6326,-0.7247,107.1734,62.2403,108.1119,116.9986,72.7176,116.9986,75.7693,46.9893,46.9893,0.6346,16.4309,101.5054,-22.9953,101.5054,28.4046,41.2117,-25.0793,588.9164,-23.4046,843.2427,843.2427,-25.2272,-3.2232,-126.3782,-19.9986,-2.4874,-122.1138,-114.0108,-104.9274,-8.0994,-3.0527,-6.0774,-6.9418,-7.8793,-5.9765,-6.0774,-24.0618,-19.9986,-2.6965,-122.1138,3.2649,35.721,-8.6762,40.5862,59.036,565.5206,1123.0901,59.036,1123.0901,-9.5252,-3.5245,-4.9473,0.8109
258_6,258,95.2,66.5,66.7058,65.4374,-11.2986,-4.548,114.83,-4.0109,66.7058,2413.5305,-109.3103,114.83,93.3913,20.2885,1695.7983,15.5478,-0.446,-33.7452,21.2966,-0.5304,-13.9135,13.7805,0.5259,-35.4191,23.7769,-2.5116,-40.618,26.68,0.8784,-28.9432,22.6171,-2.7649,-40.4796,1163.8888,-8.3981,-0.156,-7.1713,-6.137,6.7149,-13.5476,466.1716,20.3449,107.7567,319.0442,567.2493,1695.7983,319.0442,1695.7983,57.0676,57.2061,35.1076,-11.7355,109.9261,463.3738,571.823,702.2701,463.3738,702.2701,-15.5478,-0.446,-123.7452,-21.2966,-0.5304,-103.9135,-110.7782,-102.8113,-21.2966,4.1096,-125.4369,5.4239,10.3851,-9.3325,105.2254,61.4237,107.258,119.8273,75.168,119.8273,78.5823,52.0083,52.9165,-3.0284,26.0842,84.2848,-14.5835,107.4329,25.4102,34.162,356.5702,553.3876,356.5702,895.0267,895.0267,-23.7769,-2.5116,-130.618,-26.68,0.8784,-118.9432,-115.8063,-105.0021,-7.1713,-13.5476,-6.0266,-6.503,-9.4217,-5.3488,-13.5476,-15.0648,-26.68,-2.7658,-130.7513,12.6053,34.0313,-8.2002,62.5879,226.1568,598.6885,1163.8888,226.1568,1163.8888,-8.8359,-1.9915,-5.6992,0.9369
258_7,258,94.5,67.8,65.9617,62.9813,-17.0719,-8.8253,119.2212,-7.6265,66.2657,2384.644,-108.6853,119.2212,-14.0311,20.7532,1619.8331,14.6301,-0.2051,-33.1407,19.7956,-0.1159,-15.8595,13.3065,0.0157,-34.0114,24.4528,-3.6068,-38.4827,27.1441,-2.1994,-30.0277,23.9739,-3.157,-38.2002,1098.4305,-9.8981,-1.9458,-6.0252,-7.9837,2.7872,-14.0511,592.1447,18.7198,103.8981,279.6214,788.7214,1619.8331,279.6214,1619.8331,54.6481,64.2567,34.7284,-8.9312,65.1221,477.5,638.3214,659.8091,477.5,659.8091,-14.6301,-0.2051,-123.1407,-19.7956,-0.1159,-105.8595,-110.0542,-100.3607,-19.7956,4.413,-124.0136,2.8623,9.0901,-9.8051,105.0077,56.2047,104.524,116.3806,71.76,116.3806,80.5358,52.8733,53.4135,-2.7948,28.0926,88.6662,-13.241,111.0386,22.0969,-3.8821,303.1449,634.524,303.1449,868.9978,868.9978,-24.4528,-3.6068,-128.4827,-27.1441,-2.1994,-120.0277,-114.4792,-102.79,-6.0252,-14.0511,-5.1714,-5.1714,-10.7586,-5.0384,-14.0511,-19.113,-27.1441,-3.7842,-128.4837,4.702,34.8978,-14.2371,67.0269,91.059,612.7857,1098.4305,91.059,1098.4305,-10.6927,-2.1256,-4.806,0.8993
258_8,258,92.5,68.4,65.9201,64.39,-12.4215,-5.2759,114.1597,-4.621,66.5719,2456.2722,-108.5738,114.1597,-9.5152,20.6015,1700.0543,18.2534,-0.1703,-30.1248,23.5781,-0.8569,-5.8416,13.6824,1.9353,-38.4349,24.8296,-4.9876,-39.2718,28.1488,-1.511,-25.5012,23.1835,-3.4621,-40.5706,1110.2354,-6.8377,-1.7291,-10.1826,-6.1264,7.092,-18.3735,629.194,17.0039,103.1572,369.0477,565.1231,1700.0543,369.0477,1700.0543,58.8048,61.7239,33.3202,-10.7242,184.391,517.5677,586.6927,611.2865,517.5677,611.2865,-18.2534,-0.1703,-120.1248,-23.5781,-0.8569,-95.8416,-112.9041,-102.8459,-23.5781,5.1468,-128.4438,1.3617,8.6451,-10.8703,106.0415,63.1063,108.0846,117.9,71.9006,117.9,77.5446,50.9995,53.492,-2.2043,31.8146,78.0131,-10.455,110.0958,23.1284,49.3902,423.4619,568.6179,423.4619,853.7756,853.7756,-24.8296,-4.9876,-129.2718,-28.1488,-1.511,-115.5012,-117.6111,-105.8244,-10.1826,-18.3735,-6.0174,-6.3505,-9.4381,-6.512,-18.3735,-19.2278,-28.1488,-5.18,-130.7039,5.4908,33.5843,-13.8663,76.8818,278.8848,515.6505,1110.2354,278.8848,1110.2354,-9.3904,-4.7366,-3.3586,0.9009
263_1,263,90.0,71.0,70.9724,70.6166,-4.041,3.4708,120.866,2.7953,71.008,2547.7104,57.7321,120.866,-72.1904,22.3338,2022.3418,24.002,5.5645,-26.6884,25.7467,1.4604,27.7574,23.9297,2.4078,-29.8556,27.9668,-18.3465,-16.0518,26.9361,3.7689,-1.7689,28.0934,-17.4835,-20.6714,1038.9065,-2.6894,-26.1095,-0.2667,-3.183,14.6363,-25.9614,617.9584,1.12,107.4052,1006.8698,845.3868,2022.3418,1006.8698,2022.3418,37.6618,73.7315,25.1439,-11.5678,-87.1443,562.8477,564.9575,616.7497,595.2085,616.7497,-24.002,5.5645,-116.6884,-25.7467,1.4604,-62.2426,-93.1942,-85.2396,-25.8031,11.9525,-120.0338,-0.1119,11.9525,-10.8367,116.2173,111.2065,113.3938,118.5623,119.7087,118.5623,119.7087,41.2437,65.7603,1.3872,22.8134,62.7116,-12.9883,85.753,0.5008,-53.0809,650.547,573.8687,650.547,812.2352,812.2352,-27.9668,-18.3465,-106.0518,-26.9361,3.7689,-91.7689,-91.8757,-90.5706,-0.2667,-25.9614,-9.1053,-12.1512,-5.1251,-26.1718,-26.4227,-26.4227,-28.6141,-18.3465,-112.0209,7.9278,39.4858,-12.8277,41.3991,755.6915,727.9088,1038.9065,755.6915,1038.9065,-2.9499,-21.8602,0.078,1.1351
263_2,263,88.2,70.6,68.6437,67.3296,6.0583,11.4722,119.8521,9.5233,69.5549,2604.5879,54.5223,119.8521,-65.9456,22.7942,2026.749,25.7581,5.5788,-27.309,28.9529,1.3617,23.3589,27.1224,0.6951,-30.5358,30.8996,-16.4183,-16.7872,29.9571,1.8053,-8.8207,30.9729,-15.2942,-21.772,1012.182,-4.0668,-24.3338,-0.2731,-4.0399,15.5299,-28.5181,616.4147,0.9959,100.4776,657.46,795.3587,2026.749,657.46,2026.749,38.6558,74.992,26.5377,-7.6011,-102.9074,592.309,589.7469,621.9579,621.9579,621.9579,-25.7581,5.5788,-117.309,-28.9529,1.3617,-66.6411,-100.9038,-87.9192,-29.9235,11.5658,-120.8592,1.3961,11.5658,-6.6319,115.5793,111.015,114.166,117.7471,130.135,117.7471,130.135,46.2944,69.2379,3.6835,26.4271,71.6803,-13.0725,83.5194,3.671,-56.1841,537.2342,604.7067,537.2342,798.0913,798.0913,-30.8996,-16.4183,-106.7872,-29.9571,1.8053,-98.8207,-96.8157,-93.6983,-0.2731,-28.5181,-7.074,-11.3992,-4.2219,-26.4765,-28.5181,-28.8034,-31.066,-16.5568,-112.6317,7.1752,43.9994,-10.5269,32.6629,605.4446,616.3879,1012.182,605.4446,1012.182,-2.7673,-18.1877,0.3156,1.1871
263_3,263,90.0,68.5,68.8899,68.5273,-4.1133,2.3806,123.9245,2.0909,70.4577,2554.7957,56.2488,123.9245,-67.1064,23.4229,2053.8284,23.8154,6.0383,-33.5195,24.4569,2.4629,28.8755,23.9965,3.3398,-35.7892,28.081,-16.8665,-19.7621,26.387,3.7532,-4.8494,27.891,-16.4195,-23.6317,1035.8804,-3.7203,-26.4436,3.3431,-4.0998,14.8623,-30.5588,614.0554,1.2432,103.2702,926.5403,926.5403,2053.8284,926.5403,2053.8284,39.0729,72.3259,23.9365,-9.8367,-87.0286,594.5541,594.5541,656.7664,656.7664,656.7664,-23.8154,6.0383,-123.5195,-24.4569,2.4629,-61.1245,-103.9769,-86.1261,-25.7849,12.1475,-125.9369,1.4916,12.1475,-6.0912,113.3158,111.8,109.9797,116.4092,126.7254,116.4092,126.7254,45.6972,68.5553,2.7634,21.9687,64.873,-17.6889,82.1951,5.1791,-60.2304,604.9742,604.9742,604.9742,813.3452,813.3452,-28.081,-16.8665,-109.7621,-26.387,3.7532,-94.8494,-99.4719,-93.2026,3.3431,-30.5588,-5.9711,-11.4559,-4.943,-26.6115,-30.5588,-30.5588,-28.1052,-16.8673,-114.4296,7.9543,38.8092,-11.7342,43.9653,631.0342,631.0342,1035.8804,632.4647,1035.8804,-3.0819,-22.9507,2.9571,1.0811
